key,LT,bg,bih,de,dk,en,es,fi,fil,fr,id,it,ja,ko,mne,nl,pl,pt,ro,ru,srb,tr,uk,vi,zh
guide_file_modifiers_distilled,,,,,, Distilled: Increases neuron yield by 2x,Destilado: aumenta el rendimiento neuronal en 2x,,, Distillé: Augmente le rendement des Neurons par x2, Disaring: Menaikkan hasil neuron sebesar 2x,, 蒸留:ニューロン生産量が2倍になる,,,,, Destilado: Aumenta o ganho de neurônios em 2x,,,,,,,
resource_neuron_game,,,,,,Game Neuron,,,,Jeu Neuron,Neuron Permainan,,ゲームニューロン,게임 뉴런,,,Neuron Gry,Neurônio de Jogo,,,,,,,
guide_window_download_manager,,,,,,Downloads all files formats using Download Speed with user-controlled ratios.,,,,,,,ダウンロード速度を使用して、ユーザーが指定した比率で全てのフォーマットのファイルをダウンロードします。,,,,,Baixa todos os formatos de arquivo usando Velocidade de Download com proporões definidas pelo usuário.,,,,,,,
stats_max_corporation_data,,,,,,Total Corporation Data,Total de datos corporativos,,,Données d'Entreprise Totale,Total Data Korporat,,合計社内データ,,,,,Dados de Corporação Roubados,,,,,,,
no_schematics_saved,,,,,,You don't have any schematics yet,Aún no tienes ningún esquema,,,Vous n'avez pas encore de schémas,Kamu masih belum punya skema apapun ,,回路図を持っていません,아직 아무 개요도 보유하고 있지 않습니다,,,Nie posiadasz jeszcze żadnych schematów,Você não possui esquemas ainda,,,,,,,
upgrade_optimization_movie_renderer_desc,,,,,,Reduces clock cycles required by the Movie Renderer by half,Reduce a la mitad los ciclos de reloj requeridos por el Renderizador de películas,,,,,,ムービーレンダラーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Renderizador de Vídeo,,,,,,,
resource_code_optimization_desc,,,,,,Code for optimizing other codes; can be committed in exchange for Contribution or built for Optimization Points.,,,,Code qui améliore d'autres programmes ; échangeable contre une contribution ou fabriqué grâce aux Points d’Optimisation.,Kode untuk mengoptimalisasikan kode lainnya; dapat diserahkan dengan ganti Kontribusi atau dibuat menjadi Poin Optimalisasi.,,他のコードを最適化するためのコードです。コミットすることで貢献ポイントを、ビルドすることで最適化ポイントを獲得します,다른 코드들을 최적화하기 위한 코드; 기여와의 교환이나 최적화 포인트로 사용가능,,,,Código para otimizar outros códigos; pode ser enviado em troca de Contribuição ou compilado para Pontos de Otimização.,,,,,,,
window_infect_payload,,,,,,Infect Payload,,,,Infecter Payload,,,汚染ペイロード,,,,,Infectar Payload,,,,,,,
upgrade_premium_videos_desc,,,,,,Increases the value of Video files by 100%,Aumenta el valor de los archivos de vídeo en un 100%,,,Augmente la valeur des fichiers vidéos de 100%,,,動画ファイルの価値を100%増やします,,,,,Aumenta o valor de arquivos de Vídeo em 100%,,,,,,,
window_redownloader,,,,,,Re-downloader,Re-descargador,,,Re-Downloader,Pengunduh Ulang,,リダウンローダー,리-다운로더,,,,Rebaixador,,,,,,,重下載器
upgrade_premium_programs_desc,,,,,,Increases the value of Program files by 100%,Aumenta el valor de los archivos de programa en un 100%,,,Augmente la valeur des fichiers programme de 100%,,,プログラムファイルの価値を100%増やします,,,,,Aumenta o valor de arquivos de Programa em 100%,,,,,,,
menu_new_schematic,,,,,,New Schematic,Nuevo esquema,,,Nouveau schéma,Skema Baru,,新規回路図,새 개요,,,Nowy Schemat,Novo Esquema,,,,,,,新藍圖
resource_research_desc,,,,,,Currency for unlocking technologies.,,,,Devise pour les technologies de déverrouillage.,Mata Tukar untuk membuka teknologi.,,テクノロジーアンロックに使用する通貨です,기술 해금을 위한 화폐,,,Waluta do odblokowywania technologii.,Câmbio usado para desbloquear tecnologias.,,,,,,,
achievement_redownloaded,,,,,,Data Healer,Sanador de datos,,,,Penyembuhan Data,,データ修復者,,,,,Curador de Dados,,,,,,,
error,,,,,,Error,Error,,,Erreur,Kesalahan,,エラー,,,,Błąd,Erro,,,,,,,
window_cryo_cooler,,,,,,Cryogenic Cooler,Enfriador criogénico,,,Refroidisseur Cryogénique,,,冷凍機,,,,,Resfriador Criogênico,,,,,,,
menu_watch_ad_desc,,,,,,Watch a quick advertisement and receive rewards,Mira un anuncio rápido y recibe recompensas.,,,Regarder une courte pub et recevez des récompenses,Tonton iklan dan terima hadiah!,,短い広告を見て報酬を獲得しましょう,짧은 광고를 시청 후 보상을 받습니다,,,Obejrzyj krótką reklamę i odbierz nagrody,Assista a uma propaganda rápida e receba recompensas,,,,,,,觀看一個廣告而獲得獎賞
upgrade_optimization_movie_maker_desc,,,,,,Reduces clock cycles required by the Movie Maker by half,Reduce a la mitad los ciclos de reloj requeridos por el Creador de películas,,,,,,ムービーメーカーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Movie Maker,,,,,,,
upgrade_optimization_virus_scanner_desc,,,,,,Reduces clock cycles required by the Virus Scanner by half,Reduce a la mitad los ciclos de reloj requeridos por el Escáner de virus,,,,,,ウイルススキャナーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Scanner de Vírus,,,,,,,
resource_array_char_desc,,,,,,Array variable produced from a collection of char.,,,,Array généré à partir d'une collection de Char.,Variabel Array yang diproduksi dari sekumpulan char.,,charの集合からなるArray型の変数です,char 획득 후 생산되는 배열 변수,,,Zmienna tablicowa wytworzona z kolekcji wartości typu char,Variável produzida de uma coleção de char.,,,,,,,
upgrade_breach_money_multiplier,,,,,,Insider Trading,,,,,,,インサイダー取引,,,,,Informação Privilegiada,,,,,,,
window_quarantine_desc,,,,,,Removes virus from files. Infected files are worth 4x less,Elimina virus de los archivos. Los archivos infectados valen 4 veces menos.,,,Supprime les virus des fichiers. Les fichiers infectés valent 4 fois moins,Bersihkan file dari virus. File yang terinfeksi bernilai 4x lebih rendah,,ファイルからウイルスを除去し、価値を4倍にします,파일에서 바이러스를 제거함. 감염된 파일은 가치가 4배 하락,,,,Remove vírus de arquivos. Arquivos infectados valem 4x menos,,,,,,,
upgrade_optimization_refinement,,,,,,Optimized Refinement,Optimización del refinamiento,,,,,,リファイン最適化,,,,,Refinamento Otimizado,,,,,,,
stats_reborns,,,,,,Portals Entered,Portales ingresados,,,Entrée Portail,Memasuki Portal,,通ったポータルの数,,,,,Portais Acessados,,,,,,,
window_downloader_video_desc,,,,,,Downloads Video Files using Download Speed,Descarga archivos de vídeo usando la velocidad de descarga,,,Télécharge des fichiers vidéo à l'aide de la vitesse de Download,Unduh File Video menggunakan Kecepatan Unduh,,ダウンロード速度を使用して動画ファイルをダウンロードします,다운로드 속도를 사용해 비디오 파일을 다운로드,,,,Baixa arquivos de Vídeo usando Velocidade de Download,,,,,,,
new_windows_coding,,,,,,New coding nodes available,Nuevos nodos de codificación disponibles,,,Nouveaux nœuds de codage disponibles,Node pengkodean baru tersedia,,新しいコーディングノードが利用可能です,새 코딩 노드 사용가능,,,Nowe łączenia kodowania są dostępne,Novos nódulos de programação estão disponíveis,,,,,,,
initializing,,,,,,Initializing,Inicializando,,,Initialisation,Menginisialisasi,,Initializing,작동 준비중,,,Inicjalizowanie,Inicializando,,,,,,,啟動中
resource_token,,,,,,Token,Token,,,Token,Token,,トークン,토큰,,,Token,Ficha,,,,,,,代幣
upgrade_main_core,,,,,,Threading,,,,Threads,,,スレッド化,,,,,Threads,,,,,,,
guide_window_network_limiter,,,,,,"Provides control over inserted Download and Upload Speed, outputting two speeds with user-defined ratios.",,,,,,,入力されたダウンロード速度とアップロード速度をユーザーが指定した比率に変換して出力します。,,,,,"Oferece controle sobre a Velocidade de Vownload e Upload inserida, produzindo duas velocidades com proporções definidas pelo usuário.",,,,,,,
setting_volume_bgm,,,,,,Music Volume,Volumen de la música,,,Volume Musique,Volume Musik,,音楽の音量,음악 음량,,,Głośność Muzyki,Volume Música,,,,,,,
achievement_video_completionist_desc,,,,,,Complete all Video requests,Completar todas las solicitudes de vídeo,,,,Selesaikan semua permintaan Video,,全ての動画依頼を完了する,,,,,Conclua todos os pedidos de vídeo,,,,,,,
window_allocator,,,,,,Allocator,,,,Allocateur,,,アロケーター,,,,,Alocador,,,,,,,
upgrade_hack_breach_damage_desc,,,,,,Increases Payload Damage by 10%,,,,,,,ペイロードダメージを10%増やします,,,,,Aumenta o Dano de Payload em 10%,,,,,,,
research_ai_images_desc,,,,,,Unlocks access to Image generation,Desbloquea el acceso a la generación de imágenes.,,,,,,画像生成が利用可能になります,,,,,Desbloqueia o acesso à geração de Imagem,,,,,,,
resource_hashmap_bitflag_desc,,,,,,HashMap variable produced from an Array[String] and an Array[BitFlag].,,,,HashMap générée à partir d'un Array[String] et d'un Array[BigFlat].,Variabel HashMap yang diproduksi dari Array[String] dan Array[BitFlag].,,Array[String]とArray[BitFlag]のペアからなるHashmap型の変数です,배열[String]과 배열[BitFlag]로 생산되는 해쉬맵 변수,,,"Zmienna typu HashMap wytworzona z Arrary[String] oraz Array[BitFlag]

",Variável HashMap produzida usando um Array[String] e um Array[BitFlag].,,,,,,,
rest_time,,,,,,Rest Time,Tiempo fuera,,,Temps de repos,Waktu Istirahat,,休憩時間,휴식시간,,,Czas przerwy,Tempo de Descanso,,,,,,,休息時間
window_coder,,,,,,Code Interface,,,,Interface de codage,,,コーディングインターフェース,,,,,Interface de Programação,,,,,,,
upgrade_server_desc,,,,,,Unlocks a server interface that provides income based on the variety and quality of files stored,Desbloquea la interfaz de servidor que proporciona ingresos según la variedad y calidad de los archivos almacenados,,,,,,貯蔵されたファイルの種類の数と品質に基づき収益を得るサーバーインターフェースをアンロックします,,,,,Desbloqueia a interface de servidor que fornece ganhos baseado na variedade e valor de arquivos armazenados,,,,,,,
window_auto_crypto_seller,,,,,,Auto Crypto Seller,Vendedor automático de criptomonedas,,,Vendeur de Crypto-monnaie automatique,Penjual Kripto Otomatis,,自動暗号通貨売却器,오토 크립토 셀러,,,,Vendedor de Cripto Auto,,,,,,,
quit,,,,,,Quit,,,,,,,,,,,,Sair,,,,,,,
upgrade_optimization_decomposer_desc,,,,,,Reduces clock cycles required by the Decomposer by half,,,,,,,デコンポーザーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Decompositor,,,,,,,
upgrade_premium_texts,,,,,,Premium Texts,Textos Premium,,,Textes Premium,,,高品質テキスト,,,,,Textos Premium,,,,,,,
research_ai_texts_desc,,,,,,Unlocks access to Text generation,Desbloquea el acceso a la generación de texto.,,,,,,テキスト生成が利用可能になります,,,,,Desbloqueia o acesso à geração de Texto,,,,,,,
indonesian,,,,,,Indonesian,Indonesio,,,Indonésien,Bahasa Indonesia,,インドネシア語,,,,Indonezyjski,Indonésio,,,,,,,印度尼西亞文
resource_image,,,,,,Image,Imagen,,,Image,Gambar,,画像,이미지,,,Obraz,Imagem,,,,,,,照片
resource_array_float,,,,,,Array[float],Array[float],,,Array[Float],Array[float],,Array[float],배열[float],,,"Array[float]
",Array[float],,,,,,,Array[float]
window_mine_litecoin,,,,,,Mine Litecoin,Mina de Litecoin,,,Minage Litecoin,Tambang Litecoin,,ライフコインマイナー,Litecoin 채굴,,,,Minerar Litecoin,,,,,,,
resource_image_desc,,,,,,Image file used in uploading and research.,,,,Fichier image utilisé dans l'uploading et la recherche.,File gambar digunakan dalam mengunggah dan penelitian.,,アップロードやリサーチに使用する画像ファイルです,업로드와 연구에 사용되는 이미지 파일,,,,Arquivo de imagem usado para upload e pesquisa.,,,,,,,
window_coder_desc,,,,,,Provides Code Speed,,,,Augmente la vitesse de codage,,,コーディング速度を生産します,,,,,Fornece Velocidade de Programação,,,,,,,
window_splitter,,,,,,Splitter,,,,Séparateur,,,スプリッター,,,,,Divisor,,,,,,,
upgrade_optimization_movie_maker,,,,,,Optimized Rendering,Optimización de renderizado,,,,,,レンダリング最適化,,,,,Renderização Otimizada,,,,,,,
setting_wipe_data,,,,,,Wipe Data,Borrar datos,,,Effacer les données,Hapus Data,,データを初期化する,데이터 삭제,,,Wyczyść Dane,Limpar Dados,,,,,,,清除數據
service_hack_reset,,,,,,Respec,,,,,Penyetelan Ulang,,再振り分け,,,,,Respecializar,,,,,,,
achievement_sound_completionist_desc,,,,,,Complete all Sound requests,Completar todas las solicitudes de sonido,,,,Selesaikan semua permintaan Suara,,全ての音声依頼を完了する,,,,,Conclua todos os pedidos de som,,,,,,,
achievement_aspirant_dev,,,,,,Front-end Dev,Desarrollo front-end,,,,Pengembang Front-end,,フロントエンド開発者,,,,,Desenvolvedor Front-end,,,,,,,
guide_window_overclocker,,,,,,Allows to set the desired Overclock amount to be used on components.,,,,,,,設備をオーバークロックする割合を自由に設定できます。,,,,,Permite definir a quantidade desejada de overclock a ser usada nos componentes.,,,,,,,
menu_server,,,,,,Server,Servidor,,,Serveur,Server,,サーバー,서버,,,Serwer,Servidor,,,,,,,伺服器
window_analyzer_desc,,,,,,Pre-analyzes files to increase research speed by 100%,Preanaliza archivos para aumentar la velocidad de investigación en un 100 %,,,Pré-analyse les fichier et augmente la vitesse de recherche de 100%,,,ファイルを分析してリサーチ速度を2倍にします,파일을 미리 분석해 연구 속도 100% 증가,,,,Pré-analiza arquivos para aumentar Velocidade de Pesquisa em 100%,,,,,,,
perk_token_multiplier_desc,,,,,,Increases token gain from random spawns by 1,,,,,,,ランダムに出現するトークンの獲得量を1増加させます,,,,,Aumenta o ganho de fichas de spawn aleatórios em 1,,,,,,,
window_storage,,,,,,Storage,Almacenamiento,,,Stockage,Penyimpanan,,ストレージ,저장소,,,,Armazenamento,,,,,,,
guide_window_verifier,,,,,,"Checks file's integrity for corruption using Clock Speed, either adding the verified modifier and increasing its value by 4x, or adding the corrupted modifier.
The amount of cycles (C) required is based on the file size.",,,,,,,"クロック速度を使用してファイルの整合性を検証し、破損の有無を確認します。検証されたファイルは価値が4倍になり、そうでないファイルには破損マークがつきます。
必要なサイクル(C)の量はファイルサイズに応じて決まります。",,,,,"Verifica a integridade do arquivo quanto a corrupção usando a Velocidade do Clock, adicionando o modificador verificado e aumentando seu valor em 4x ou adicionando o modificador corrompido.
A quantidade de ciclos (C) necessária é baseada no tamanho do arquivo.",,,,,,,
